month,year,country_na,mean
12.0,1986.0,India,9.269497852858148
1.0,1987.0,India,11.979134807004627
2.0,1987.0,India,13.597364497868137
3.0,1987.0,India,24.14754579291297
4.0,1987.0,India,27.984460751321162
5.0,1987.0,India,52.29882957993704
6.0,1987.0,India,118.41222054559671
7.0,1987.0,India,205.18330279931396
8.0,1987.0,India,254.61159272488254
9.0,1987.0,India,136.91684376177153
10.0,1987.0,India,85.58984844221315
11.0,1987.0,India,30.45623858484476
12.0,1987.0,India,15.605575792066348
1.0,1988.0,India,10.826991074458455
2.0,1988.0,India,16.75672429149094
3.0,1988.0,India,26.57428124893344
4.0,1988.0,India,36.996643137483076
5.0,1988.0,India,68.33457381981027
6.0,1988.0,India,157.30952182008355
7.0,1988.0,India,340.1884312664552
8.0,1988.0,India,289.60934903848874
9.0,1988.0,India,206.39586692920471
10.0,1988.0,India,52.090548045899986
11.0,1988.0,India,16.86128023439169
12.0,1988.0,India,10.681362280301952
1.0,1989.0,India,15.459830258669697
2.0,1989.0,India,10.385036170639697
3.0,1989.0,India,18.460125980017658
4.0,1989.0,India,23.391393655114932
5.0,1989.0,India,51.86224810362916
6.0,1989.0,India,164.33293402924977
7.0,1989.0,India,292.43070288941703
8.0,1989.0,India,228.9948354564725
9.0,1989.0,India,158.46904915196322
10.0,1989.0,India,52.23940466548384
11.0,1989.0,India,16.21846546945769
12.0,1989.0,India,8.406410498942018
1.0,1990.0,India,10.963765854206397
2.0,1990.0,India,23.433214331622363
3.0,1990.0,India,26.66736054347922
4.0,1990.0,India,28.491963833862865
5.0,1990.0,India,77.88192050267081
6.0,1990.0,India,183.7213692541281
7.0,1990.0,India,279.5652208818144
8.0,1990.0,India,266.84845670649594
9.0,1990.0,India,183.63071851390842
10.0,1990.0,India,84.90150612818246
11.0,1990.0,India,20.2298774752469
12.0,1990.0,India,11.911428605326622
1.0,1991.0,India,11.418770877142368
2.0,1991.0,India,13.260515264492968
3.0,1991.0,India,20.7017848360198
4.0,1991.0,India,26.463613853327765
5.0,1991.0,India,63.95281524470038
6.0,1991.0,India,171.92287104369873
7.0,1991.0,India,244.2988159182642
8.0,1991.0,India,233.00022157391194
9.0,1991.0,India,136.2406533789441
10.0,1991.0,India,68.79691951178839
11.0,1991.0,India,26.12180338255505
12.0,1991.0,India,8.522210403655052
1.0,1992.0,India,15.030889706254388
2.0,1992.0,India,14.45281124735791
3.0,1992.0,India,18.923480803521695
4.0,1992.0,India,22.537344074461085
5.0,1992.0,India,51.81100465872719
6.0,1992.0,India,123.26185270104874
7.0,1992.0,India,222.4526508863605
8.0,1992.0,India,228.77650764741415
9.0,1992.0,India,142.20672480885665
10.0,1992.0,India,59.557964291521415
11.0,1992.0,India,30.135563319107266
12.0,1992.0,India,7.2662491483540546
1.0,1993.0,India,13.155281578875137
2.0,1993.0,India,12.540193120789434
3.0,1993.0,India,24.30402267826947
4.0,1993.0,India,26.997684840466135
5.0,1993.0,India,66.91574359193649
6.0,1993.0,India,156.58005387203363
7.0,1993.0,India,264.4247685948539
8.0,1993.0,India,200.10306599018506
9.0,1993.0,India,204.51909145095016
10.0,1993.0,India,86.95012950315102
11.0,1993.0,India,27.1849560757514
12.0,1993.0,India,15.73000439219163
1.0,1994.0,India,16.201906447320624
2.0,1994.0,India,15.263294947622407
3.0,1994.0,India,19.675756310983555
4.0,1994.0,India,33.39436280248195
5.0,1994.0,India,50.46009393719398
6.0,1994.0,India,181.6138613442215
7.0,1994.0,India,326.8064982803716
8.0,1994.0,India,278.0925677655139
9.0,1994.0,India,137.4502418387377
10.0,1994.0,India,84.46241131663007
11.0,1994.0,India,17.944865534213815
12.0,1994.0,India,7.926800865448385
1.0,1995.0,India,16.893329526473245
2.0,1995.0,India,13.248705570885924
3.0,1995.0,India,19.68849050076295
4.0,1995.0,India,25.773037694723687
5.0,1995.0,India,60.455477805789535
6.0,1995.0,India,133.01637284952216
7.0,1995.0,India,284.6868884211108
8.0,1995.0,India,243.7939070878765
9.0,1995.0,India,174.9920146836103
10.0,1995.0,India,74.50789705243064
11.0,1995.0,India,23.352022702689474
12.0,1995.0,India,6.270763674223305
1.0,1996.0,India,14.980338919963069
2.0,1996.0,India,17.39789363562112
3.0,1996.0,India,26.30443822359386
4.0,1996.0,India,26.389103669683536
5.0,1996.0,India,53.269045971937274
6.0,1996.0,India,175.6004927489312
7.0,1996.0,India,276.0987826404052
8.0,1996.0,India,291.59174140676794
9.0,1996.0,India,137.12640202850318
10.0,1996.0,India,81.6918539710487
11.0,1996.0,India,12.900954920952088
12.0,1996.0,India,15.941222827210776
1.0,1997.0,India,12.494426235320502
2.0,1997.0,India,9.0050000023118
3.0,1997.0,India,21.375104699548643
4.0,1997.0,India,31.07148189607119
5.0,1997.0,India,48.775492558987345
6.0,1997.0,India,147.20564736346498
7.0,1997.0,India,263.9283834156824
8.0,1997.0,India,255.076004653511
9.0,1997.0,India,144.84262096508266
10.0,1997.0,India,53.87488319957072
11.0,1997.0,India,34.57770182931115
12.0,1997.0,India,15.051922795784373
1.0,1998.0,India,9.621127261480492
2.0,1998.0,India,12.68873018699698
3.0,1998.0,India,26.78092381187931
4.0,1998.0,India,31.080038364918433
5.0,1998.0,India,56.266657027720356
6.0,1998.0,India,152.20173386121283
7.0,1998.0,India,272.8318607674725
8.0,1998.0,India,267.15972338314435
9.0,1998.0,India,202.86870776428873
10.0,1998.0,India,109.09111779258198
11.0,1998.0,India,32.12622402254228
12.0,1998.0,India,16.505847201745663
1.0,1999.0,India,10.578781872544097
2.0,1999.0,India,14.18317016634563
3.0,1999.0,India,10.293179420778284
4.0,1999.0,India,20.264981395632713
5.0,1999.0,India,84.69571696472774
6.0,1999.0,India,159.89894607872654
7.0,1999.0,India,248.6322248897453
8.0,1999.0,India,232.30905542348228
9.0,1999.0,India,185.86311801065332
10.0,1999.0,India,118.9008200719857
11.0,1999.0,India,21.63948533152146
12.0,1999.0,India,6.671613802150491
1.0,2000.0,India,10.462119398140945
2.0,2000.0,India,14.02907054866018
3.0,2000.0,India,12.905749637608414
4.0,2000.0,India,33.755886371219646
5.0,2000.0,India,75.78302102541986
6.0,2000.0,India,183.61847975522417
7.0,2000.0,India,277.03456174817876
8.0,2000.0,India,249.70198551285964
9.0,2000.0,India,133.63631277019275
10.0,2000.0,India,59.484865281883444
11.0,2000.0,India,18.064724293392924
12.0,2000.0,India,9.144828236940716
1.0,2001.0,India,9.307366858391008
2.0,2001.0,India,10.046199101693482
3.0,2001.0,India,17.65545050081572
4.0,2001.0,India,35.21782025621298
5.0,2001.0,India,63.281430167273214
6.0,2001.0,India,187.10256218390765
7.0,2001.0,India,268.81425811138166
8.0,2001.0,India,214.33787169739966
9.0,2001.0,India,127.65553270256682
10.0,2001.0,India,108.02276965660694
11.0,2001.0,India,22.289793385790045
12.0,2001.0,India,7.943570028515781
1.0,2002.0,India,11.969069458304839
2.0,2002.0,India,13.995447579971515
3.0,2002.0,India,16.21051135569589
4.0,2002.0,India,34.27122063194089
5.0,2002.0,India,67.58217848613093
6.0,2002.0,India,158.12355030577947
7.0,2002.0,India,142.55811843136095
8.0,2002.0,India,253.74658748082487
9.0,2002.0,India,123.10621579988181
10.0,2002.0,India,72.37870859726773
11.0,2002.0,India,20.91986686810533
12.0,2002.0,India,6.91933979320636
1.0,2003.0,India,10.22654853505635
2.0,2003.0,India,18.811563853879843
3.0,2003.0,India,20.730367121726957
4.0,2003.0,India,33.17736433110416
5.0,2003.0,India,38.73704611688396
6.0,2003.0,India,159.374922178198
7.0,2003.0,India,280.6359815597115
8.0,2003.0,India,226.177883166102
9.0,2003.0,India,178.30258721051894
10.0,2003.0,India,102.6770904358023
11.0,2003.0,India,16.596912825886292
12.0,2003.0,India,7.746134024929982
1.0,2004.0,India,14.494864870754206
2.0,2004.0,India,8.091942264323665
3.0,2004.0,India,13.896363689736265
4.0,2004.0,India,51.41649170069933
5.0,2004.0,India,79.89367912478401
6.0,2004.0,India,163.77875256489514
7.0,2004.0,India,254.7933760993705
8.0,2004.0,India,238.94404844152814
9.0,2004.0,India,148.43595590054593
10.0,2004.0,India,81.70181071124343
11.0,2004.0,India,19.358025511174564
12.0,2004.0,India,6.143598825956191
1.0,2005.0,India,15.744960559399614
2.0,2005.0,India,15.06790192870724
3.0,2005.0,India,28.698681532845942
4.0,2005.0,India,39.77827000900779
5.0,2005.0,India,54.895554759244206
6.0,2005.0,India,136.97743972621646
7.0,2005.0,India,325.2195910168366
8.0,2005.0,India,200.25806330567642
9.0,2005.0,India,202.92621381768566
10.0,2005.0,India,118.70661999455989
11.0,2005.0,India,27.631960998857764
12.0,2005.0,India,11.849292089155966
1.0,2006.0,India,9.36380137317391
2.0,2006.0,India,9.552209566133907
3.0,2006.0,India,24.834807079582433
4.0,2006.0,India,35.73220291501891
5.0,2006.0,India,81.94466852119693
6.0,2006.0,India,171.58071301865968
7.0,2006.0,India,284.2395648488859
8.0,2006.0,India,271.7313284694021
9.0,2006.0,India,183.27751932687832
10.0,2006.0,India,59.94766067937699
11.0,2006.0,India,35.51575381876148
12.0,2006.0,India,8.753066766047946
1.0,2007.0,India,6.9868314703292835
2.0,2007.0,India,27.758678323403778
3.0,2007.0,India,16.00524590132485
4.0,2007.0,India,40.435845258671634
5.0,2007.0,India,61.27565674047078
6.0,2007.0,India,200.05098514250233
7.0,2007.0,India,298.96898850683914
8.0,2007.0,India,271.5865599469741
9.0,2007.0,India,222.2292282825391
10.0,2007.0,India,70.11320980500278
11.0,2007.0,India,17.57154757023139
12.0,2007.0,India,13.956422883079586
1.0,2008.0,India,14.038321936856494
2.0,2008.0,India,10.365972999451198
3.0,2008.0,India,31.18340850868411
4.0,2008.0,India,27.126072313076207
5.0,2008.0,India,49.20237556364105
6.0,2008.0,India,207.17267573261813
7.0,2008.0,India,263.55609783762264
8.0,2008.0,India,278.24672660112935
9.0,2008.0,India,169.68321152069788
10.0,2008.0,India,59.28690497958026
11.0,2008.0,India,29.86641927381806
12.0,2008.0,India,8.879871457360615
1.0,2009.0,India,14.058971953854016
2.0,2009.0,India,10.890748105444056
3.0,2009.0,India,20.142087897204046
4.0,2009.0,India,26.525733582093583
5.0,2009.0,India,64.86930933578783
6.0,2009.0,India,114.66377767382981
7.0,2009.0,India,292.5174962688135
8.0,2009.0,India,237.79649432018329
9.0,2009.0,India,157.14788462603272
10.0,2009.0,India,70.87677056959068
11.0,2009.0,India,43.23855476493888
12.0,2009.0,India,10.833467132096464
1.0,2010.0,India,9.71748695600495
2.0,2010.0,India,15.195674312293237
3.0,2010.0,India,19.667613764171318
4.0,2010.0,India,43.37738774987985
5.0,2010.0,India,72.65028998825751
6.0,2010.0,India,154.97500408391568
7.0,2010.0,India,324.7371628586425
8.0,2010.0,India,312.16366586612753
9.0,2010.0,India,227.86829894141997
10.0,2010.0,India,91.10229539839163
11.0,2010.0,India,53.57200174518766
12.0,2010.0,India,16.96080582230125
1.0,2011.0,India,9.25859303318577
2.0,2011.0,India,18.34551247746592
3.0,2011.0,India,16.800960803302985
4.0,2011.0,India,42.55625132293152
5.0,2011.0,India,63.82930717308534
6.0,2011.0,India,175.87888378144973
7.0,2011.0,India,283.8394184737093
8.0,2011.0,India,322.3230603052028
9.0,2011.0,India,214.21750228346198
10.0,2011.0,India,52.13296373142658
11.0,2011.0,India,21.633377884787944
12.0,2011.0,India,8.486010044373133
1.0,2012.0,India,17.712878744410734
2.0,2012.0,India,10.84935724028536
3.0,2012.0,India,14.083536641044232
4.0,2012.0,India,50.676630934370166
5.0,2012.0,India,42.432169702671
6.0,2012.0,India,130.9463605080649
7.0,2012.0,India,297.87779945417566
8.0,2012.0,India,299.38499571867516
9.0,2012.0,India,213.31390501031495
10.0,2012.0,India,76.29550163856203
11.0,2012.0,India,27.49072388941156
12.0,2012.0,India,10.52449718933789
1.0,2013.0,India,11.750931108013303
2.0,2013.0,India,26.55443086277347
3.0,2013.0,India,18.691654833354907
4.0,2013.0,India,30.91970384429685
5.0,2013.0,India,68.17143957072396
6.0,2013.0,India,253.71439227341085
7.0,2013.0,India,314.21028758530605
8.0,2013.0,India,260.43846027644395
9.0,2013.0,India,164.137032085663
10.0,2013.0,India,131.9040515062407
11.0,2013.0,India,18.12133802135722
12.0,2013.0,India,7.935627808328818
1.0,2014.0,India,16.728540811579094
2.0,2014.0,India,19.469704720108606
3.0,2014.0,India,23.04232101701535
4.0,2014.0,India,22.842801021525034
5.0,2014.0,India,72.75227187662485
6.0,2014.0,India,109.68320112673872
7.0,2014.0,India,287.5829702617077
8.0,2014.0,India,249.8710028515932
9.0,2014.0,India,185.43439210857227
10.0,2014.0,India,69.88102569542804
11.0,2014.0,India,20.577039168498228
12.0,2014.0,India,10.636972551645627
1.0,2015.0,India,13.412589921302132
2.0,2015.0,India,15.813447397592144
3.0,2015.0,India,36.730347879265565
4.0,2015.0,India,48.07954534956607
5.0,2015.0,India,68.00472848344671
6.0,2015.0,India,177.06824417542043
7.0,2015.0,India,266.915090979605
8.0,2015.0,India,222.62165067564754
9.0,2015.0,India,140.19213445685023
10.0,2015.0,India,48.912035098703875
11.0,2015.0,India,39.53468491837318
12.0,2015.0,India,11.700744115493057
1.0,2016.0,India,9.43658999609655
2.0,2016.0,India,11.387371957257862
3.0,2016.0,India,26.163183281415982
4.0,2016.0,India,30.59247725559762
5.0,2016.0,India,78.42730189053684
6.0,2016.0,India,162.59911826003315
7.0,2016.0,India,350.61686935071725
8.0,2016.0,India,256.76513017020454
9.0,2016.0,India,182.64507417404482
10.0,2016.0,India,54.914215796555894
11.0,2016.0,India,13.246632523937189
12.0,2016.0,India,9.443147730564917
1.0,2017.0,India,14.891930203602104
2.0,2017.0,India,10.089846299172704
3.0,2017.0,India,22.537474418257364
4.0,2017.0,India,32.07195430361956
5.0,2017.0,India,68.20943369098254
6.0,2017.0,India,186.61997432923803
7.0,2017.0,India,319.6356968750933
8.0,2017.0,India,257.06760369246285
9.0,2017.0,India,174.3684338613451
10.0,2017.0,India,98.38968898036138
11.0,2017.0,India,20.006818414372756
12.0,2017.0,India,9.438485017435077
1.0,2018.0,India,8.408765288541433
2.0,2018.0,India,13.53271751770933
3.0,2018.0,India,17.005894223901638
4.0,2018.0,India,35.0412686040213
5.0,2018.0,India,69.60025325355633
6.0,2018.0,India,177.676252825565
7.0,2018.0,India,312.7701410750609
8.0,2018.0,India,283.43399112010667
9.0,2018.0,India,138.0740606042973
10.0,2018.0,India,47.92447428945992
11.0,2018.0,India,18.027223705242363
12.0,2018.0,India,10.6078734602088
1.0,2019.0,India,15.016948835954816
2.0,2019.0,India,24.495192420075625
3.0,2019.0,India,18.254533456425772
4.0,2019.0,India,31.94442254885336
5.0,2019.0,India,57.724450767592096
6.0,2019.0,India,133.41082318407194
7.0,2019.0,India,288.0796149328809
8.0,2019.0,India,298.50182570051044
9.0,2019.0,India,276.852548309995
10.0,2019.0,India,104.67703602020045
11.0,2019.0,India,22.933873561702836
12.0,2019.0,India,13.924441538960666
1.0,2020.0,India,20.55170650715895
2.0,2020.0,India,14.15490759500583
3.0,2020.0,India,31.364453710297905
4.0,2020.0,India,39.7921433732534
5.0,2020.0,India,71.1538791468517
6.0,2020.0,India,206.885490499813
7.0,2020.0,India,286.42914263235207
8.0,2020.0,India,305.38059429220823
9.0,2020.0,India,208.90952526330014
10.0,2020.0,India,94.20546587653189
11.0,2020.0,India,26.637289700994394
12.0,2020.0,India,16.195858869075337
1.0,2021.0,India,13.995961592137196
2.0,2021.0,India,8.309260896069668
3.0,2021.0,India,16.708482486126197
4.0,2021.0,India,28.85458739933744
5.0,2021.0,India,91.98734872283498
6.0,2021.0,India,178.9199415513337
7.0,2021.0,India,290.2118790288323
8.0,2021.0,India,217.90107185570105
9.0,2021.0,India,247.2834108967503
10.0,2021.0,India,99.32093855659578
11.0,2021.0,India,57.438261647976994
12.0,2021.0,India,12.901012070186253
1.0,2022.0,India,24.764332314479695
2.0,2022.0,India,16.6859710327433
3.0,2022.0,India,11.694997333601775
4.0,2022.0,India,31.154498900138762
5.0,2022.0,India,71.60368484016088
6.0,2022.0,India,160.85254625576326
7.0,2022.0,India,331.66686205011354
8.0,2022.0,India,283.69973384559194
9.0,2022.0,India,195.35016513002702
10.0,2022.0,India,115.7133235812688
11.0,2022.0,India,18.9223581186624
12.0,2022.0,India,15.476960957497564
